id,data,produto,categoria,quantidade,pagamento,preco_unitario
370,2023-10-27,Pilha,Elétrica,77.0,Boleto,6.9
371,2023-07-09,Parafusadeira,Ferramentas,75.0,Transferência Bancária,429.0
372,2023-08-26,Capacete,Segurança e EPI,293.0,Carteira Digital,49.9
373,2023-01-15,Extensão,Elétrica,145.0,Débito,39.9
374,2023-02-03,Enxada,Jardinagem,372.0,Débito,89.9
375,2023-02-13,Trena,Ferramentas,78.0,Dinheiro,32.0
376,2023-05-12,Extensão,Elétrica,410.0,Boleto,39.9
377,2023-12-01,Rolo de Pintura,Tintas e Acabamento,478.0,Transferência Bancária,24.9
378,2023-07-26,Mangueira Jardim,Jardinagem,49.0,Transferência Bancária,69.9
379,2023-06-20,Rolo de Pintura,Tintas e Acabamento,400.0,Transferência Bancária,24.9
380,2023-02-01,Extensão,Elétrica,21.0,Boleto,39.9
381,2023-05-21,Parafusadeira,Ferramentas,94.0,Débito,429.0
382,2023-11-01,Extensão,Elétrica,422.0,Dinheiro,39.9
383,2023-03-12,Lixa,Tintas e Acabamento,243.0,Boleto,4.9
384,2023-10-31,Cimento,Construção e Estrutura,316.0,Pix,39.9
385,2023-08-17,Registro de Água,Hidráulica,202.0,Boleto,54.9
386,2023-06-12,Lixadeira,Ferramentas,186.0,Transferência Bancária,389.0
387,2023-05-20,Óculos de Proteção,,269.0,Carteira Digital,24.9
388,2023-09-25,Regador,Jardinagem,307.0,Transferência Bancária,39.9
389,2023-08-17,Mangueira Jardim,Jardinagem,45.0,Débito,69.9
390,2023-06-28,Rolo de Pintura,Tintas e Acabamento,60.0,Crédito,24.9
391,2023-12-17,Registro de Água,Hidráulica,125.0,Boleto,54.9
392,2023-02-21,Areia,Construção e Estrutura,188.0,Dinheiro,14.9
393,2023-11-24,Parafusadeira,Ferramentas,197.0,Carteira Digital,429.0
394,2023-11-21,Furadeira,Ferramentas,326.0,Crédito,499.9
395,2023-10-22,Luva de Proteção,Segurança e EPI,500.0,Pix,19.9
396,2023-01-06,Colete Reflexivo,Segurança e EPI,405.0,Pix,
397,2023-12-05,Verniz,Tintas e Acabamento,356.0,Dinheiro,139.9
398,2023-12-24,Máscara Respiratória,Segurança e EPI,454.0,Débito,29.9
399,2023-02-28,Caixa de água,Hidráulica,154.0,Boleto,799.0
400,2023-11-03,Rolo de Pintura,Tintas e Acabamento,477.0,Boleto,24.9
401,2023-12-29,Pá,Jardinagem,411.0,Dinheiro,74.9
402,2023-04-09,Interruptor,Elétrica,313.0,Boleto,12.9
403,2023-02-02,Serrote,Ferramentas,396.0,Dinheiro,64.9
404,2023-08-02,Lixa,Tintas e Acabamento,234.0,Transferência Bancária,4.9
405,2023-12-23,Registro de Água,Hidráulica,391.0,Transferência Bancária,54.9
406,2023-03-08,Capacete,Segurança e EPI,96.0,Pix,49.9
407,2023-12-10,Bomba de água,Hidráulica,388.0,Débito,899.0
408,2023-11-16,Torneira,Hidráulica,217.0,Carteira Digital,79.0
409,2023-12-25,Furadeira,Ferramentas,321.0,Transferência Bancária,499.9
410,2023-03-18,Chave de Fenda,Ferramentas,72.0,Crédito,24.5
411,2023-02-09,Tomada,Elétrica,493.0,Pix,9.9
412,2023-04-22,Óculos de Proteção,Segurança e EPI,58.0,Boleto,24.9
413,2023-06-28,Cano PVC,Hidráulica,379.0,Pix,29.9
414,2023-07-29,Tinta Acrílica,Tintas e Acabamento,209.0,Dinheiro,249.0
415,2023-11-07,Válvula de Descarga,Hidráulica,103.0,Transferência Bancária,119.0
416,2023-12-20,Trena,Ferramentas,211.0,Carteira Digital,32.0
417,2023-01-16,Cimento,Construção e Estrutura,26.0,Boleto,39.9
418,2023-08-18,Mangueira Jardim,Jardinagem,230.0,Crédito,69.9
419,2023-08-20,Bloco de Concreto,Construção e Estrutura,69.0,Dinheiro,6.0
420,2023-07-11,Telha Cerâmica,Construção e Estrutura,464.0,Transferência Bancária,7.9
421,2023-09-08,Verniz,,56.0,Carteira Digital,139.9
422,2023-10-20,Verniz,Tintas e Acabamento,305.0,Boleto,139.9
423,2023-03-06,Luva de Proteção,Segurança e EPI,378.0,Débito,19.9
424,2023-08-03,Mangueira,Hidráulica,253.0,Pix,59.0
425,2023-05-02,,Ferramentas,85.0,Débito,79.9
426,2023-03-16,Verniz,Tintas e Acabamento,150.0,Crédito,139.9
427,2023-05-05,Lixadeira,Ferramentas,40.0,Carteira Digital,389.0
428,2023-03-29,Selador,Tintas e Acabamento,,Pix,99.9
429,2023-06-02,Selador,Tintas e Acabamento,86.0,Transferência Bancária,99.9
430,2023-07-06,Protetor Auricular,Segurança e EPI,2.0,Pix,9.9
431,2023-09-03,Protetor Auricular,Segurança e EPI,426.0,Carteira Digital,9.9
432,2023-07-11,Selador,Tintas e Acabamento,178.0,Carteira Digital,99.9
433,2023-06-09,Adubo,Jardinagem,405.0,Carteira Digital,49.9
434,2023-11-14,Carrinho de Mão,Jardinagem,459.0,Transferência Bancária,359.0
435,2023-10-06,Caixa de água,Hidráulica,125.0,Transferência Bancária,799.0
436,2023-10-27,Mangueira,Hidráulica,330.0,Carteira Digital,59.0
437,2023-06-21,Chave de Fenda,Ferramentas,283.0,Crédito,24.5
438,2023-07-28,Argamassa,Construção e Estrutura,220.0,Carteira Digital,24.9
439,2023-01-14,Verniz,Tintas e Acabamento,206.0,Dinheiro,139.9
440,2023-05-11,Lanterna,Elétrica,197.0,Transferência Bancária,59.9
441,2023-03-18,Interruptor,Elétrica,233.0,Transferência Bancária,12.9
442,2023-09-13,Parafusadeira,Ferramentas,353.0,Crédito,429.0
443,2023-07-14,Luva de Proteção,Segurança e EPI,475.0,Boleto,19.9
444,2023-06-10,Luva de Proteção,Segurança e EPI,309.0,Transferência Bancária,19.9
445,2023-04-24,Lanterna,Elétrica,64.0,Débito,59.9
446,2023-08-15,Lanterna,Elétrica,214.0,Dinheiro,59.9
447,2023-01-08,Disjuntor,Elétrica,445.0,Carteira Digital,45.0
448,2023-08-13,Parafusadeira,Ferramentas,241.0,Transferência Bancária,429.0
449,2023-02-05,Interruptor,,106.0,Boleto,12.9
450,2023-04-27,Válvula de Descarga,Hidráulica,215.0,Carteira Digital,119.0
451,2023-04-26,Pilha,Elétrica,53.0,Pix,6.9
452,2023-06-15,Tinta Acrílica,Tintas e Acabamento,435.0,Transferência Bancária,249.0
453,2023-06-24,Verga Metálica,Construção e Estrutura,486.0,Carteira Digital,119.0
454,2023-12-14,Adubo,Jardinagem,453.0,Crédito,49.9
455,2023-07-19,Lâmpada LED,Elétrica,37.0,Pix,14.9
456,2023-07-09,Serrote,Ferramentas,171.0,Débito,64.9
457,2023-06-24,Brita,Construção e Estrutura,182.0,Boleto,17.9
458,2023-10-04,Registro de Água,Hidráulica,439.0,Transferência Bancária,54.9
459,2023-08-27,Alicate,Ferramentas,66.0,Dinheiro,41.9
460,2023-10-06,Botina,Segurança e EPI,346.0,Transferência Bancária,149.0
461,2023-03-29,Interruptor,Elétrica,301.0,Carteira Digital,12.9
462,2023-07-29,Interruptor,Elétrica,250.0,Transferência Bancária,12.9
463,2023-02-01,Mangueira,Hidráulica,210.0,Dinheiro,59.0
464,2023-01-07,Massa Corrida,Tintas e Acabamento,467.0,Crédito,89.9
465,2023-02-07,Luva de Proteção,Segurança e EPI,25.0,Débito,19.9
466,2023-12-20,Pilha,Elétrica,199.0,,6.9
467,2023-10-20,Cano PVC,Hidráulica,492.0,Débito,29.9
468,2023-03-02,Tijolo,Construção e Estrutura,92.0,Dinheiro,2.0
469,2023-07-23,Caixa de água,Hidráulica,13.0,Débito,799.0
470,2023-12-24,Pá,Jardinagem,21.0,Dinheiro,74.9
471,2023-04-21,Alicate,Ferramentas,182.0,Débito,41.9
472,2023-05-24,Verga Metálica,Construção e Estrutura,285.0,Dinheiro,119.0
473,2023-03-21,Tinta Acrílica,Tintas e Acabamento,197.0,Transferência Bancária,249.0
474,2023-01-30,Carrinho de Mão,Jardinagem,470.0,Crédito,359.0
475,2023-06-03,Lanterna,Elétrica,344.0,Transferência Bancária,59.9
476,2023-10-31,Protetor Auricular,Segurança e EPI,193.0,Crédito,9.9
477,2023-02-02,Fio Elétrico,Elétrica,388.0,Carteira Digital,3.5
478,2023-11-06,Argamassa,Construção e Estrutura,8.0,Crédito,24.9
479,2023-09-03,Lâmpada LED,Elétrica,158.0,Pix,14.9
480,2023-01-22,Máscara Respiratória,Segurança e EPI,274.0,Transferência Bancária,29.9
481,2023-01-30,Parafusadeira,Ferramentas,490.0,Dinheiro,429.0
482,2023-10-25,Verniz,Tintas e Acabamento,130.0,Débito,139.9
483,2023-08-29,Válvula de Descarga,Hidráulica,306.0,Débito,119.0
484,2023-08-07,Lanterna,Elétrica,417.0,Crédito,59.9
485,2023-02-18,Interruptor,Elétrica,152.0,Pix,12.9
486,2023-11-12,Parafusadeira,Ferramentas,238.0,Crédito,429.0
487,2023-08-27,Pincel,Tintas e Acabamento,451.0,Transferência Bancária,12.9
488,2023-01-05,Fio Elétrico,Elétrica,79.0,Dinheiro,3.5
489,2023-05-07,Martelo,Ferramentas,58.0,Débito,79.9
490,2023-05-16,Tomada,Elétrica,71.0,Dinheiro,9.9
491,2023-12-16,Fio Elétrico,Elétrica,461.0,Carteira Digital,3.5
492,2023-12-23,Cano PVC,Hidráulica,313.0,Crédito,29.9
493,2023-05-02,Extensão,Elétrica,229.0,Crédito,39.9
494,2023-06-30,Conexão T,Hidráulica,14.0,Débito,7.9
495,2023-08-25,Regador,Jardinagem,494.0,Carteira Digital,39.9
496,2023-12-30,Caixa de água,Hidráulica,207.0,Boleto,799.0
497,2023-12-06,Disjuntor,Elétrica,4.0,,45.0
498,2023-01-18,Carrinho de Mão,Jardinagem,19.0,Transferência Bancária,359.0
499,2023-09-27,Pá,Jardinagem,257.0,Transferência Bancária,74.9
500,2023-12-01,Selador,Tintas e Acabamento,353.0,Transferência Bancária,99.9
501,2023-03-05,Óculos de Proteção,Segurança e EPI,384.0,Boleto,24.9
502,2023-09-30,Mangueira Jardim,Jardinagem,32.0,Débito,69.9
503,2023-01-06,Tinta Acrílica,Tintas e Acabamento,393.0,Débito,249.0
504,2023-11-18,Furadeira,Ferramentas,461.0,Pix,499.9
505,2023-07-21,Tomada,Elétrica,462.0,Crédito,9.9
506,2023-02-12,Lixadeira,Ferramentas,10.0,Pix,389.0
507,2023-10-31,Conexão T,Hidráulica,343.0,Crédito,7.9
508,2023-08-04,Selador,Tintas e Acabamento,415.0,Pix,99.9
509,2023-01-12,Disjuntor,Elétrica,281.0,Crédito,45.0
510,2023-07-11,Verniz,Tintas e Acabamento,159.0,Pix,139.9
511,2023-02-19,Telha Cerâmica,Construção e Estrutura,370.0,Transferência Bancária,7.9
512,2023-09-25,Registro de Água,Hidráulica,90.0,Pix,54.9
513,2023-01-28,Disjuntor,Elétrica,453.0,Pix,45.0
514,2023-12-17,Tesoura de Poda,Jardinagem,450.0,Dinheiro,59.9
515,2023-01-25,Regador,Jardinagem,434.0,Pix,39.9
516,2023-05-29,Tesoura de Poda,Jardinagem,240.0,Pix,59.9
517,2023-11-16,Interruptor,Elétrica,111.0,Transferência Bancária,12.9
518,2023-02-20,Lâmpada LED,Elétrica,463.0,Carteira Digital,14.9
519,2023-03-11,Cano PVC,Hidráulica,466.0,Pix,29.9
520,2023-01-09,Verniz,Tintas e Acabamento,33.0,Transferência Bancária,139.9
521,2023-06-12,Mangueira Jardim,Jardinagem,286.0,Dinheiro,69.9
522,2023-08-31,Enxada,Jardinagem,50.0,Carteira Digital,89.9
523,2023-07-04,Luva de Proteção,Segurança e EPI,426.0,Carteira Digital,
524,2023-06-15,Óculos de Proteção,Segurança e EPI,53.0,Débito,24.9
525,,Torneira,Hidráulica,59.0,Crédito,79.0
526,2023-09-02,Trena,Ferramentas,331.0,Transferência Bancária,32.0
527,2023-12-21,Interruptor,Elétrica,85.0,Carteira Digital,12.9
528,2023-07-12,Conexão T,Hidráulica,43.0,Dinheiro,7.9
529,2023-01-20,Caixa de água,Hidráulica,383.0,Débito,799.0
530,2023-07-25,Extensão,Elétrica,344.0,Débito,39.9
531,2023-07-16,Enxada,Jardinagem,231.0,Boleto,89.9
532,2023-09-04,Bomba de água,Hidráulica,156.0,Boleto,899.0
533,2023-08-11,Verga Metálica,Construção e Estrutura,487.0,Boleto,119.0
534,2023-05-24,Mangueira,Hidráulica,7.0,Crédito,59.0
535,2023-03-23,Rolo de Pintura,Tintas e Acabamento,260.0,Pix,24.9
536,2023-01-12,Sementes de Grama,Jardinagem,3.0,Carteira Digital,19.9
537,2023-07-31,Verniz,Tintas e Acabamento,414.0,Débito,139.9
538,2023-11-16,Selador,Tintas e Acabamento,109.0,Boleto,99.9
539,2023-04-02,Lixadeira,Ferramentas,83.0,Pix,389.0
540,2023-03-17,Trena,Ferramentas,218.0,Transferência Bancária,32.0
541,2023-05-30,Caixa de água,Hidráulica,208.0,Carteira Digital,799.0
542,2023-01-27,Caixa de água,Hidráulica,483.0,Dinheiro,799.0
543,2023-10-13,Fio Elétrico,Elétrica,414.0,Débito,3.5
544,2023-10-03,Óculos de Proteção,Segurança e EPI,19.0,Débito,24.9
545,2023-02-13,Massa Corrida,Tintas e Acabamento,263.0,Transferência Bancária,89.9
546,2023-09-25,Capacete,Segurança e EPI,56.0,Dinheiro,49.9
547,2023-05-23,Tijolo,Construção e Estrutura,43.0,Boleto,2.0
548,2023-07-23,Lâmpada LED,Elétrica,244.0,Débito,14.9
549,2023-02-20,Lanterna,Elétrica,478.0,Carteira Digital,59.9
550,2023-10-17,Martelo,Ferramentas,487.0,Débito,79.9
551,2023-06-28,Óculos de Proteção,Segurança e EPI,429.0,Débito,24.9
552,2023-09-10,Botina,Segurança e EPI,114.0,Carteira Digital,149.0
553,2023-09-11,Colete Reflexivo,Segurança e EPI,10.0,Débito,39.9
554,2023-05-25,Disjuntor,Elétrica,52.0,Transferência Bancária,45.0
555,2023-07-27,Massa Corrida,Tintas e Acabamento,367.0,Dinheiro,89.9
556,2023-08-10,Tinta Esmalte,Tintas e Acabamento,290.0,Transferência Bancária,229.0
557,2023-01-18,Fio Elétrico,Elétrica,59.0,Transferência Bancária,3.5
558,2023-01-15,Areia,Construção e Estrutura,249.0,Débito,14.9
559,2023-01-20,Lixadeira,Ferramentas,478.0,Boleto,389.0
560,2023-10-23,Cano PVC,Hidráulica,443.0,Transferência Bancária,29.9
561,2023-02-11,Areia,Construção e Estrutura,18.0,Débito,14.9
562,2023-06-01,Bloco de Concreto,Construção e Estrutura,,Boleto,6.0
563,2023-05-06,Extensão,Elétrica,378.0,Transferência Bancária,39.9
564,2023-04-27,Fio Elétrico,Elétrica,426.0,Dinheiro,3.5
565,2023-04-21,Válvula de Descarga,Hidráulica,242.0,Pix,119.0
566,2023-02-03,Carrinho de Mão,,380.0,Transferência Bancária,359.0
567,2023-02-02,Botina,Segurança e EPI,282.0,Carteira Digital,
568,2023-05-16,Botina,Segurança e EPI,83.0,Transferência Bancária,149.0
569,2023-01-08,Lâmpada LED,Elétrica,97.0,Carteira Digital,14.9
570,2023-10-25,Rolo de Pintura,Tintas e Acabamento,97.0,Crédito,24.9
571,2023-07-10,Torneira,Hidráulica,401.0,Carteira Digital,79.0
572,2023-09-16,Mangueira Jardim,Jardinagem,408.0,Boleto,69.9
573,2023-04-28,,Jardinagem,143.0,Boleto,39.9
574,2023-04-06,Regador,Jardinagem,393.0,Pix,39.9
575,2023-05-24,Pilha,Elétrica,259.0,Pix,6.9
576,2023-03-11,Adubo,Jardinagem,381.0,Pix,49.9
577,2023-06-25,Rolo de Pintura,Tintas e Acabamento,385.0,Débito,24.9
578,2023-03-12,Lâmpada LED,Elétrica,167.0,Carteira Digital,14.9
579,2023-05-14,Protetor Auricular,Segurança e EPI,398.0,Crédito,9.9
580,2023-05-28,Torneira,Hidráulica,137.0,Dinheiro,79.0
581,2023-10-17,Pincel,Tintas e Acabamento,315.0,Débito,12.9
582,2023-03-15,Serrote,Ferramentas,211.0,Carteira Digital,64.9
583,2023-09-24,Colete Reflexivo,Segurança e EPI,106.0,Crédito,39.9
584,2023-08-27,Martelo,Ferramentas,231.0,Crédito,79.9
585,2023-10-07,Capacete,Segurança e EPI,498.0,Crédito,49.9
586,2023-04-30,Martelo,Ferramentas,111.0,Transferência Bancária,79.9
587,2023-12-12,Serrote,Ferramentas,252.0,Boleto,64.9
588,2023-09-03,Lanterna,Elétrica,210.0,Transferência Bancária,59.9
589,2023-07-29,Botina,Segurança e EPI,251.0,Carteira Digital,149.0
590,2023-11-21,Parafusadeira,Ferramentas,132.0,Carteira Digital,429.0
591,2023-11-20,Válvula de Descarga,Hidráulica,210.0,Carteira Digital,119.0
592,2023-06-22,Mangueira,Hidráulica,468.0,Débito,59.0
593,2023-06-21,Tomada,Elétrica,119.0,Carteira Digital,9.9
594,2023-08-03,Lixa,Tintas e Acabamento,446.0,Crédito,4.9
595,2023-07-26,Disjuntor,Elétrica,51.0,Transferência Bancária,45.0
596,2023-11-28,Mangueira,Hidráulica,355.0,Débito,59.0
597,2023-08-30,Pá,Jardinagem,362.0,Pix,74.9
598,2023-10-17,Lâmpada LED,Elétrica,83.0,Dinheiro,14.9
599,2023-09-27,Mangueira,Hidráulica,409.0,Boleto,59.0
600,2023-01-06,Máscara Respiratória,Segurança e EPI,410.0,Transferência Bancária,29.9
601,2023-02-11,Registro de Água,Hidráulica,139.0,Pix,54.9
602,2023-04-24,Disjuntor,Elétrica,125.0,Dinheiro,45.0
603,2023-08-06,Extensão,Elétrica,234.0,Pix,39.9
604,2023-08-16,Tijolo,Construção e Estrutura,113.0,Dinheiro,2.0
605,2023-09-13,Pincel,Tintas e Acabamento,398.0,Boleto,12.9
606,2023-10-16,Pá,Jardinagem,204.0,Débito,74.9
607,2023-08-30,Tijolo,Construção e Estrutura,16.0,Carteira Digital,2.0
608,2023-05-25,Pá,Jardinagem,314.0,Dinheiro,74.9
609,2023-11-10,Massa Corrida,Tintas e Acabamento,351.0,Crédito,89.9
610,2023-11-28,Tinta Esmalte,Tintas e Acabamento,223.0,Crédito,229.0
611,2023-10-27,Areia,Construção e Estrutura,196.0,Pix,14.9
612,2023-03-17,Caixa de água,Hidráulica,178.0,Dinheiro,799.0
613,2023-09-14,,Jardinagem,177.0,Transferência Bancária,39.9
614,2023-12-21,Luva de Proteção,Segurança e EPI,217.0,Boleto,19.9
615,2023-04-03,Pincel,Tintas e Acabamento,390.0,Pix,12.9
616,2023-08-13,Óculos de Proteção,Segurança e EPI,54.0,Carteira Digital,24.9
617,2023-03-26,Pilha,Elétrica,254.0,Carteira Digital,6.9
618,2023-12-15,Fio Elétrico,Elétrica,117.0,Dinheiro,3.5
619,2023-03-19,Mangueira Jardim,Jardinagem,130.0,Boleto,69.9
620,2023-06-28,Areia,Construção e Estrutura,282.0,Débito,14.9
621,2023-10-14,Lixadeira,Ferramentas,39.0,Boleto,389.0
622,2023-02-20,Luva de Proteção,Segurança e EPI,420.0,Pix,19.9
623,2023-03-15,Tesoura de Poda,Jardinagem,29.0,Transferência Bancária,59.9
624,2023-06-05,Luva de Proteção,Segurança e EPI,407.0,Pix,19.9
625,2023-08-04,Massa Corrida,Tintas e Acabamento,383.0,Carteira Digital,89.9
626,2023-07-04,Mangueira Jardim,Jardinagem,392.0,Crédito,69.9
627,2023-05-15,Máscara Respiratória,Segurança e EPI,477.0,Boleto,29.9
628,2023-11-11,Serrote,Ferramentas,486.0,Pix,64.9
629,2023-03-29,Fio Elétrico,Elétrica,87.0,Carteira Digital,3.5
630,2023-05-08,Conexão T,Hidráulica,3.0,Boleto,7.9
631,2023-07-08,Brita,Construção e Estrutura,425.0,Dinheiro,17.9
632,2023-05-03,Lixa,Tintas e Acabamento,170.0,Dinheiro,4.9
633,2023-03-25,Máscara Respiratória,Segurança e EPI,377.0,Carteira Digital,29.9
634,2023-04-29,Serrote,Ferramentas,432.0,Pix,64.9
635,2023-09-21,Verga Metálica,Construção e Estrutura,66.0,Débito,119.0
636,2023-08-04,Bloco de Concreto,Construção e Estrutura,113.0,Dinheiro,6.0
637,2023-01-29,Fio Elétrico,Elétrica,32.0,Transferência Bancária,3.5
638,2023-03-26,Máscara Respiratória,Segurança e EPI,190.0,Crédito,29.9
639,2023-07-28,Rolo de Pintura,Tintas e Acabamento,178.0,Crédito,24.9
640,2023-02-18,Tesoura de Poda,Jardinagem,263.0,Boleto,59.9
641,2023-10-04,Bomba de água,Hidráulica,138.0,Transferência Bancária,899.0
642,2023-11-20,Fio Elétrico,Elétrica,280.0,Carteira Digital,3.5
643,2023-03-23,Fio Elétrico,Elétrica,276.0,Crédito,3.5
644,2023-04-15,Argamassa,Construção e Estrutura,250.0,Pix,24.9
645,2023-09-26,Massa Corrida,Tintas e Acabamento,59.0,Crédito,89.9
646,2023-09-11,Pá,Jardinagem,493.0,Carteira Digital,74.9
647,2023-01-30,Interruptor,Elétrica,298.0,Carteira Digital,12.9
648,2023-11-03,Serrote,Ferramentas,234.0,Pix,64.9
649,2023-02-09,Parafusadeira,Ferramentas,406.0,Débito,429.0
650,2023-09-19,Massa Corrida,Tintas e Acabamento,246.0,Dinheiro,89.9
651,2023-11-23,Capacete,Segurança e EPI,373.0,Pix,49.9
652,2023-08-28,Adubo,Jardinagem,330.0,Transferência Bancária,49.9
653,2023-08-31,Conexão T,Hidráulica,9.0,Transferência Bancária,7.9
654,2023-01-17,Sementes de Grama,Jardinagem,166.0,Carteira Digital,19.9
655,2023-09-20,Alicate,Ferramentas,106.0,Dinheiro,41.9
656,2023-12-18,Lâmpada LED,Elétrica,337.0,Boleto,14.9
657,2023-03-17,Interruptor,Elétrica,395.0,Débito,12.9
658,2023-07-16,Carrinho de Mão,Jardinagem,163.0,Carteira Digital,359.0
659,2023-12-07,Protetor Auricular,Segurança e EPI,468.0,Transferência Bancária,9.9
660,2023-07-25,Sementes de Grama,Jardinagem,286.0,Boleto,19.9
661,2023-01-21,Parafusadeira,Ferramentas,223.0,Carteira Digital,429.0
662,2023-02-24,Pilha,Elétrica,2.0,Transferência Bancária,6.9
663,2023-10-16,Areia,Construção e Estrutura,,Crédito,14.9
664,2023-10-09,Tijolo,Construção e Estrutura,179.0,Dinheiro,2.0
665,2023-08-24,Massa Corrida,Tintas e Acabamento,360.0,Crédito,89.9
666,2023-11-10,Verga Metálica,Construção e Estrutura,121.0,Débito,119.0
667,2023-04-19,Torneira,Hidráulica,8.0,Transferência Bancária,79.0
668,2023-04-11,Verniz,Tintas e Acabamento,424.0,Pix,139.9
669,2023-11-20,Trena,Ferramentas,199.0,Carteira Digital,32.0
670,2023-08-31,Tinta Acrílica,Tintas e Acabamento,123.0,Carteira Digital,249.0
671,2023-11-15,Lâmpada LED,Elétrica,385.0,Transferência Bancária,14.9
672,2023-11-03,Tinta Acrílica,Tintas e Acabamento,20.0,Dinheiro,249.0
673,2023-10-21,Conexão T,Hidráulica,427.0,Carteira Digital,
674,2023-01-17,Mangueira Jardim,Jardinagem,149.0,Pix,69.9
675,2023-07-11,Brita,Construção e Estrutura,213.0,Pix,17.9
676,2023-12-02,Cimento,Construção e Estrutura,222.0,Boleto,39.9
677,2023-12-19,Capacete,Segurança e EPI,268.0,Débito,49.9
678,2023-11-16,Martelo,Ferramentas,180.0,Crédito,79.9
679,2023-08-08,Lâmpada LED,,34.0,Pix,14.9
680,2023-05-29,Óculos de Proteção,Segurança e EPI,268.0,Pix,24.9
681,2023-12-15,Brita,Construção e Estrutura,307.0,Transferência Bancária,17.9
682,2023-09-06,Lixadeira,Ferramentas,191.0,Carteira Digital,389.0
683,2023-07-29,Furadeira,Ferramentas,470.0,Transferência Bancária,499.9
684,2023-12-12,Selador,Tintas e Acabamento,302.0,Carteira Digital,99.9
685,2023-12-26,Lixa,Tintas e Acabamento,248.0,Boleto,4.9
686,2023-02-17,Colete Reflexivo,Segurança e EPI,346.0,Dinheiro,39.9
687,2023-12-19,Mangueira,Hidráulica,92.0,Pix,59.0
688,2023-01-17,Alicate,Ferramentas,408.0,Boleto,41.9
689,2023-01-09,Cano PVC,Hidráulica,451.0,Transferência Bancária,29.9
690,2023-02-27,Verniz,Tintas e Acabamento,218.0,Transferência Bancária,139.9
691,2023-07-27,Bloco de Concreto,Construção e Estrutura,352.0,Dinheiro,6.0
692,2023-01-12,Pá,Jardinagem,9.0,Carteira Digital,74.9
693,2023-02-28,Tesoura de Poda,Jardinagem,168.0,Transferência Bancária,59.9
694,2023-09-10,Óculos de Proteção,Segurança e EPI,306.0,Dinheiro,24.9
695,2023-03-16,Botina,Segurança e EPI,478.0,Débito,149.0
696,2023-06-21,Areia,Construção e Estrutura,62.0,Transferência Bancária,14.9
697,2023-11-11,Trena,Ferramentas,16.0,Dinheiro,32.0
698,2023-12-09,Lâmpada LED,Elétrica,387.0,Pix,14.9
699,2023-07-14,Extensão,Elétrica,134.0,Carteira Digital,39.9
700,2023-01-12,Tomada,Elétrica,463.0,Transferência Bancária,9.9
701,2023-06-12,Parafusadeira,Ferramentas,22.0,Crédito,429.0
702,2023-06-25,Tomada,Elétrica,5.0,Transferência Bancária,9.9
703,2023-12-30,Máscara Respiratória,Segurança e EPI,377.0,Carteira Digital,29.9
